sensor_ID,power,signal_strength,malfunction
2412,4.8,-98,1
2413,4.25,-61,0
2414,3.52,-68,0
2415,4.64,-58,0
2416,4.33,-55,0
2417,4.41,-77,0
2418,0.1,-51,1
2419,4.0,-72,0
2420,4.09,-71,0
2421,4.27,-78,0
2422,4.57,-80,0
2423,4.23,-65,0
2424,4.05,-62,0
2425,4.8,-55,0
2426,4.67,-80,0
2427,3.4,-78,0
2428,4.97,-77,0
2429,3.75,-78,0
2430,3.71,-70,0
2431,4.3,-61,0
2432,4.76,-59,0
2433,4.31,-75,0
2434,3.96,-71,0
2435,4.59,-50,0
2436,4.21,-71,0
2437,4.92,-51,0
2438,3.42,-56,0
2439,3.42,-64,0
2440,4.76,-53,0
2441,4.57,-61,0
2442,4.62,-73,0
2443,3.68,-57,0
2444,3.07,-72,0
2445,2.09,-58,1
2446,4.23,-51,0
2447,3.92,-57,0
2448,4.24,-73,0
2449,3.96,-61,0
2450,4.52,-64,0
2451,4.81,-64,0
2452,3.96,-63,0
2453,3.5,-75,0
2454,4.21,-51,0
2455,4.51,-74,0
2456,2.96,-59,1
2457,3.75,-57,0
2458,4.48,-80,0
2459,4.65,-66,0
2460,4.29,-66,0
2461,4.61,-69,0
2462,4.36,-62,0
2463,3.77,-63,0
2464,3.85,-62,0
2465,3.91,-68,0
2466,4.26,-76,0
2467,3.53,-76,0
2468,1.56,-60,1
2469,3.53,-78,0
2470,3.85,-61,0
2471,4.21,-65,0
2472,4.51,-73,0
2473,4.48,-54,0
2474,3.47,-53,0
2475,3.36,-53,0
2476,4.67,-72,0
2477,4.8,-67,0
2478,3.49,-51,0
2479,3.15,-75,0
2480,3.63,-75,0
2481,4.1,-67,0
2482,4.05,-67,0
2483,3.76,-71,0
2484,3.98,-59,0
2485,4.47,-59,0
2486,4.15,-68,0
2487,4.24,-70,0
2488,4.48,-79,0
2489,4.48,-66,0
2490,3.5,-74,0
2491,3.68,-60,0
2492,4.06,-91,1
2493,3.18,-55,0
2494,3.43,-78,0
2495,4.05,-80,0
2496,4.64,-50,0
2497,2.31,-51,1
2498,4.31,-55,0
2499,3.33,-59,0
2500,3.14,-54,0
2501,4.02,-62,0
2502,3.17,-58,0
2503,4.06,-72,0
2504,4.62,-73,0
2505,3.4,-74,0
2506,4.44,-57,0
2507,3.14,-54,0
2508,3.16,-70,0
2509,3.8,-75,0
2510,3.35,-66,0
2511,3.28,-58,0
2512,4.77,-50,0
2513,4.6,-66,0
2514,4.33,-54,0
2515,3.33,-76,0
2516,4.74,-65,0
2517,4.98,-50,0
2518,3.33,-65,0
2519,4.49,-69,0
2520,4.64,-67,0
2521,4.46,-75,0
2522,4.69,-64,0
2523,3.59,-79,0
2524,4.81,-56,0
2525,4.05,-64,0
2526,4.02,-57,0
2527,3.95,-74,0
2528,4.59,-54,0
2529,4.56,-50,0
2530,1.91,-77,1
2531,3.84,-76,0
2532,3.57,-75,0
2533,4.24,-74,0
2534,4.28,-74,0
2535,3.92,-71,0
2536,3.77,-68,0
2537,3.41,-95,1
2538,3.37,-54,0
2539,4.22,-55,0
2540,2.5,-63,1
2541,4.64,-59,0
2542,3.74,-52,0
2543,4.98,-64,0
2544,3.16,-63,0
2545,4.12,-64,0
2546,3.37,-78,0
2547,3.56,-65,0
2548,4.2,-62,0
2549,4.89,-52,0
2550,4.81,-76,0
2551,4.55,-80,0
2552,3.24,-60,0
2553,3.37,-80,0
2554,3.26,-65,0
2555,3.62,-69,0
2556,4.89,-56,0
2557,3.15,-65,0
2558,1.58,-70,1
2559,4.66,-54,0
2560,3.83,-55,0
2561,4.34,-66,0
2562,3.51,-64,0
2563,4.56,-78,0
2564,4.79,-63,0
2565,4.29,-65,0
2566,4.67,-64,0
2567,3.93,-61,0
2568,4.65,-74,0
2569,3.74,-71,0
2570,3.45,-55,0
2571,3.66,-97,1
2572,3.84,-52,0
2573,3.72,-63,0
2574,4.36,-71,0
2575,0.99,-53,1
2576,4.16,-56,0
2577,3.73,-71,0
2578,3.2,-67,0
2579,3.32,-61,0
2580,4.85,-62,0
2581,3.49,-80,0
2582,1.19,-79,1
2583,3.03,-58,0
2584,4.5,-51,0
2585,4.09,-97,1
2586,4.61,-70,0
2587,4.95,-80,0
2588,4.44,-71,0
2589,5.0,-64,0
2590,3.72,-50,0
2591,4.93,-53,0
2592,4.84,-50,0
2593,4.3,-59,0
2594,4.31,-62,0
2595,4.97,-59,0
2596,2.23,-97,1
2597,4.55,-79,0
2598,4.89,-80,0
2599,4.04,-69,0
2600,4.47,-50,0
2601,3.73,-80,0
2602,4.75,-80,0
2603,3.99,-68,0
2604,0.25,-63,1
2605,4.98,-60,0
2606,3.66,-70,0
2607,4.16,-80,0
2608,3.08,-69,0
2609,3.22,-50,0
2610,4.16,-60,0
2611,4.87,-70,0
2612,3.27,-72,0
2613,3.82,-56,0
2614,3.53,-60,0
2615,1.73,-70,1
2616,3.05,-79,0
2617,4.7,-68,0
2618,1.27,-51,1
2619,4.59,-92,1
2620,3.95,-96,1
2621,2.22,-64,1
2622,4.8,-62,0
2623,3.7,-53,0
2624,4.7,-50,0
2625,3.18,-52,0
2626,4.73,-70,0
2627,3.25,-62,0
2628,3.62,-60,0
2629,4.06,-54,0
2630,4.23,-51,0
2631,3.72,-59,0
2632,4.15,-67,0
2633,4.11,-64,0
2634,3.86,-75,0
2635,3.17,-64,0
2636,3.48,-69,0
2637,3.99,-52,0
2638,4.22,-60,0
2639,4.67,-68,0
2640,4.52,-55,0
2641,4.08,-62,0
2642,4.82,-60,0
2643,3.19,-52,0
2644,3.04,-68,0
2645,3.91,-80,0
2646,4.33,-53,0
2647,3.06,-53,0
2648,3.68,-66,0
2649,3.54,-56,0
2650,2.91,-67,1
2651,3.54,-54,0
2652,4.54,-52,0
2653,4.63,-75,0
2654,4.24,-77,0
2655,4.32,-76,0
2656,4.89,-76,0
2657,3.88,-69,0
2658,3.5,-75,0
2659,4.71,-59,0
2660,4.88,-60,0
2661,4.26,-75,0
2662,3.44,-94,1
2663,4.07,-67,0
2664,3.21,-58,0
2665,3.95,-62,0
2666,3.45,-74,0
2667,4.86,-99,1
2668,3.75,-64,0
2669,4.52,-75,0
2670,3.31,-65,0
2671,3.16,-54,0
2672,3.8,-72,0
2673,3.13,-73,0
2674,3.25,-55,0
2675,3.71,-62,0
2676,4.1,-67,0
2677,4.87,-56,0
2678,3.21,-77,0
2679,4.59,-54,0
2680,3.93,-76,0
2681,4.26,-67,0
2682,3.34,-74,0
2683,1.51,-79,1
2684,4.43,-54,0
2685,4.34,-52,0
2686,4.11,-56,0
2687,4.43,-68,0
2688,3.83,-73,0
2689,4.11,-53,0
2690,3.06,-77,0
2691,4.7,-65,0
2692,3.44,-63,0
2693,3.18,-66,0
2694,4.7,-73,0
2695,4.17,-64,0
2696,4.33,-51,0
2697,4.31,-51,0
2698,3.36,-76,0
2699,3.97,-56,0
2700,4.5,-58,0
2701,4.08,-62,0
2702,3.16,-70,0
2703,3.3,-63,0
2704,4.75,-74,0
2705,3.69,-50,0
2706,3.53,-56,0
2707,3.27,-61,0
2708,3.2,-57,0
2709,3.93,-64,0
2710,4.64,-57,0
2711,4.78,-80,0
2712,4.54,-62,0
2713,4.11,-65,0
2714,4.48,-96,1
2715,4.99,-63,0
2716,3.19,-58,0
2717,3.18,-52,0
2718,2.97,-58,1
2719,3.3,-76,0
2720,4.79,-52,0
2721,4.82,-69,0
2722,4.42,-66,0
2723,4.69,-61,0
2724,4.42,-60,0
2725,4.05,-75,0
2726,3.71,-79,0
2727,3.41,-80,0
2728,4.24,-53,0
2729,4.09,-68,0
2730,3.0,-63,0
2731,4.57,-61,0
2732,4.11,-62,0
2733,3.28,-62,0
2734,4.1,-50,0
2735,4.18,-66,0
2736,4.98,-70,0
2737,4.24,-66,0
2738,4.66,-51,0
2739,3.76,-50,0
2740,3.99,-78,0
2741,3.55,-65,0
2742,3.52,-93,1
2743,4.47,-73,0
2744,3.29,-67,0
2745,0.35,-62,1
2746,3.08,-80,0
2747,4.12,-51,0
2748,0.45,-74,1
2749,4.61,-53,0
2750,4.66,-62,0
2751,4.26,-71,0
2752,4.96,-60,0
2753,3.04,-92,1
2754,4.59,-93,1
2755,3.31,-90,1
2756,4.81,-68,0
2757,4.2,-53,0
2758,4.71,-63,0
2759,3.14,-62,0
2760,3.96,-58,0
2761,3.19,-67,0
2762,3.94,-72,0
2763,4.02,-67,0
2764,3.47,-80,0
2765,3.68,-59,0
2766,4.19,-66,0
2767,3.5,-76,0
2768,3.53,-73,0
2769,4.97,-71,0
2770,3.98,-69,0
2771,3.25,-56,0
2772,1.69,-65,1
2773,3.38,-64,0
2774,4.56,-64,0
2775,4.3,-69,0
2776,3.71,-65,0
2777,3.09,-62,0
2778,3.28,-79,0
2779,4.51,-80,0
2780,4.32,-62,0
2781,3.83,-73,0
2782,3.62,-78,0
2783,3.05,-68,0
2784,4.73,-56,0
2785,3.75,-76,0
2786,3.29,-52,0
2787,4.68,-58,0
2788,3.7,-65,0
2789,4.82,-51,0
2790,3.59,-71,0
2791,3.1,-60,0
2792,4.84,-61,0
2793,4.3,-77,0
2794,4.01,-90,1
2795,0.28,-70,1
2796,3.15,-94,1
2797,3.44,-67,0
2798,3.18,-78,0
2799,3.02,-55,0
2800,3.83,-67,0
2801,3.25,-69,0
2802,4.87,-57,0
2803,3.69,-67,0
2804,4.25,-58,0
2805,3.1,-79,0
2806,4.05,-78,0
2807,4.76,-56,0
2808,4.5,-64,0
2809,3.49,-57,0
2810,1.43,-57,1
2811,3.46,-66,0
2812,4.73,-64,0
2813,3.94,-72,0
2814,4.23,-60,0
2815,4.32,-61,0
2816,4.68,-67,0
2817,4.16,-58,0
2818,3.6,-60,0
2819,4.7,-69,0
2820,4.47,-51,0
2821,4.8,-51,0
2822,3.68,-51,0
2823,4.6,-62,0
2824,4.94,-61,0
2825,4.91,-54,0
2826,4.71,-53,0
2827,3.5,-65,0
2828,3.95,-60,0
2829,4.79,-53,0
2830,3.93,-65,0
2831,3.54,-54,0
2832,4.08,-62,0
2833,3.45,-67,0
2834,3.88,-66,0
2835,3.41,-50,0
2836,4.89,-78,0
2837,4.56,-65,0
2838,3.54,-56,0
2839,3.66,-59,0
2840,3.48,-65,0
2841,3.63,-56,0
2842,2.2,-59,1
2843,0.21,-77,1
2844,4.22,-64,0
2845,3.91,-57,0
2846,3.13,-63,0
2847,3.69,-79,0
2848,4.2,-63,0
2849,4.18,-59,0
2850,4.82,-79,0
2851,4.44,-64,0
2852,3.2,-51,0
2853,3.36,-74,0
2854,3.45,-59,0
2855,4.57,-50,0
2856,3.37,-73,0
2857,3.24,-59,0
2858,3.1,-56,0
2859,1.77,-68,1
2860,3.06,-64,0
2861,3.08,-53,0
2862,4.17,-62,0
2863,4.17,-70,0
2864,4.09,-80,0
2865,4.84,-79,0
2866,3.76,-64,0
2867,4.42,-51,0
2868,2.14,-55,1
2869,4.01,-64,0
2870,3.54,-59,0
2871,3.77,-58,0
2872,4.95,-75,0
2873,3.66,-55,0
2874,3.43,-56,0
2875,3.39,-70,0
2876,4.39,-59,0
2877,4.49,-59,0
2878,4.02,-78,0
2879,3.8,-62,0
2880,4.35,-73,0
2881,4.03,-79,0
2882,4.5,-61,0
2883,3.66,-52,0
2884,3.92,-75,0
2885,4.52,-79,0
2886,3.73,-73,0
2887,4.0,-65,0
2888,4.94,-59,0
2889,4.72,-50,0
2890,4.06,-79,0
2891,4.05,-59,0
2892,4.48,-56,0
2893,3.51,-79,0
2894,3.8,-59,0
2895,3.22,-54,0
2896,0.48,-52,1
2897,3.79,-66,0
2898,1.1,-64,1
2899,3.29,-93,1
2900,3.44,-71,0
2901,4.25,-58,0
2902,4.01,-60,0
2903,4.21,-57,0
2904,3.85,-60,0
2905,3.03,-72,0
2906,3.96,-76,0
2907,4.19,-76,0
2908,4.77,-74,0
2909,4.31,-65,0
2910,4.76,-66,0
2911,3.56,-80,0
2912,3.66,-77,0
2913,3.11,-77,0
2914,0.11,-63,1
2915,3.07,-77,0
2916,4.31,-69,0
2917,3.69,-53,0
2918,3.49,-52,0
2919,3.94,-96,1
2920,3.1,-90,1
2921,4.99,-74,0
2922,4.46,-71,0
2923,3.76,-66,0
2924,4.78,-71,0
2925,4.81,-80,0
2926,3.33,-69,0
2927,3.94,-54,0
2928,4.96,-70,0
2929,3.25,-69,0
2930,3.2,-56,0
2931,0.16,-52,1
2932,3.93,-79,0
2933,3.4,-58,0
2934,4.3,-57,0
2935,3.7,-73,0
2936,3.42,-67,0
2937,4.0,-51,0
2938,4.61,-58,0
2939,3.25,-78,0
2940,3.1,-65,0
2941,3.19,-70,0
2942,3.35,-70,0
2943,4.06,-61,0
2944,3.74,-57,0
2945,3.78,-57,0
2946,3.4,-75,0
2947,4.03,-92,1
2948,3.01,-71,0
2949,4.88,-52,0
2950,4.2,-71,0
2951,4.92,-100,1
2952,4.52,-95,1
2953,4.2,-57,0
2954,4.83,-62,0
2955,4.48,-60,0
2956,3.43,-51,0
2957,4.16,-70,0
2958,3.07,-100,1
2959,4.01,-58,0
2960,3.69,-53,0
2961,4.16,-53,0
2962,3.25,-79,0
2963,4.58,-76,0
2964,4.98,-73,0
2965,3.39,-74,0
2966,4.3,-58,0
2967,3.85,-71,0
2968,4.76,-78,0
2969,3.59,-71,0
2970,3.93,-71,0
2971,4.66,-73,0
2972,4.77,-75,0
2973,4.79,-60,0
2974,4.29,-62,0
2975,4.58,-80,0
2976,3.56,-67,0
2977,3.96,-58,0
2978,4.28,-73,0
2979,3.11,-67,0
2980,4.52,-70,0
2981,3.73,-57,0
2982,4.8,-57,0
2983,1.68,-59,1
2984,4.99,-59,0
2985,3.39,-72,0
2986,4.14,-97,1
2987,4.8,-54,0
2988,3.5,-64,0
2989,4.05,-77,0
2990,3.48,-98,1
2991,4.82,-78,0
2992,3.14,-75,0
2993,3.17,-59,0
2994,4.53,-50,0
2995,3.45,-53,0
2996,3.27,-80,0
2997,3.77,-72,0
2998,4.97,-56,0
2999,3.73,-69,0
3000,3.62,-75,0
3001,3.08,-77,0
3002,3.86,-74,0
3003,4.38,-61,0
3004,4.61,-78,0
3005,3.47,-75,0
3006,3.11,-60,0
3007,4.81,-71,0
3008,0.85,-55,1
3009,3.72,-70,0
3010,4.5,-66,0
3011,3.42,-69,0
3012,4.89,-55,0
3013,3.8,-91,1
3014,4.66,-80,0
3015,4.12,-71,0
3016,3.09,-75,0
3017,4.93,-75,0
3018,3.45,-54,0
3019,3.59,-54,0
3020,4.18,-74,0
3021,3.59,-73,0
3022,4.92,-68,0
3023,3.09,-77,0
3024,3.36,-79,0
3025,4.4,-50,0
3026,3.16,-59,0
3027,3.08,-64,0
3028,4.94,-70,0
3029,3.5,-79,0
3030,4.51,-59,0
3031,4.33,-69,0
3032,1.23,-62,1
3033,3.61,-76,0
3034,3.23,-62,0
3035,4.81,-58,0
3036,4.69,-78,0
3037,3.2,-55,0
3038,4.56,-69,0
3039,4.69,-70,0
3040,4.01,-53,0
3041,3.44,-74,0
3042,4.58,-79,0
3043,4.74,-68,0
3044,3.79,-77,0
3045,4.75,-66,0
3046,4.8,-51,0
3047,3.28,-62,0
3048,4.71,-66,0
3049,4.3,-77,0
3050,3.11,-53,0
3051,3.58,-66,0
3052,3.61,-70,0
3053,4.43,-55,0
3054,4.8,-62,0
3055,4.16,-67,0
3056,4.64,-99,1
3057,3.98,-61,0
3058,4.05,-52,0
3059,4.67,-52,0
3060,3.53,-77,0
3061,3.96,-55,0
3062,3.67,-72,0
3063,3.59,-70,0
3064,3.28,-97,1
3065,4.23,-60,0
3066,4.21,-73,0
3067,4.01,-50,0
3068,4.87,-96,1
3069,4.96,-56,0
3070,4.41,-63,0
3071,4.61,-70,0
3072,3.39,-93,1
3073,3.29,-72,0
3074,3.05,-55,0
3075,4.15,-75,0
3076,4.16,-79,0
3077,4.55,-61,0
3078,3.77,-59,0
3079,4.47,-62,0
3080,2.03,-50,1
3081,3.97,-53,0
3082,4.96,-60,0
3083,4.41,-65,0
3084,3.16,-55,0
3085,4.39,-63,0
3086,4.0,-79,0
3087,3.7,-58,0
3088,0.0,-55,1
3089,4.04,-50,0
3090,4.29,-74,0
3091,4.49,-73,0
3092,3.03,-65,0
3093,3.94,-80,0
3094,3.96,-71,0
3095,3.95,-55,0
3096,4.97,-72,0
3097,4.24,-76,0
3098,3.03,-68,0
3099,3.35,-80,0
3100,4.82,-68,0
3101,4.52,-71,0
3102,1.64,-58,1
3103,1.97,-53,1
3104,3.54,-71,0
3105,3.5,-74,0
3106,3.51,-65,0
3107,4.88,-57,0
3108,1.06,-68,1
3109,4.84,-66,0
3110,4.35,-53,0
3111,4.81,-70,0
3112,4.49,-72,0
3113,4.8,-62,0
3114,3.05,-52,0
3115,3.45,-96,1
3116,4.64,-68,0
3117,3.1,-78,0
3118,3.83,-76,0
3119,3.25,-67,0
3120,4.8,-74,0
3121,4.7,-60,0
3122,3.95,-72,0
3123,4.39,-78,0
3124,4.09,-63,0
3125,4.86,-93,1
3126,3.33,-72,0
3127,3.91,-70,0
3128,3.46,-67,0
3129,3.68,-66,0
3130,4.46,-59,0
3131,4.86,-52,0
3132,4.79,-78,0
3133,3.84,-71,0
3134,3.46,-54,0
3135,3.72,-55,0
3136,4.89,-51,0
3137,0.63,-78,1
3138,4.37,-77,0
3139,4.65,-78,0
3140,3.23,-58,0
3141,3.37,-59,0
3142,4.17,-99,1
3143,3.1,-74,0
3144,4.83,-73,0
3145,3.69,-61,0
3146,4.78,-57,0
3147,4.43,-64,0
3148,3.45,-55,0
3149,4.31,-72,0
3150,3.07,-93,1
3151,4.19,-58,0
3152,4.67,-70,0
3153,4.29,-68,0
3154,4.58,-54,0
3155,3.51,-79,0
3156,4.06,-75,0
3157,3.89,-56,0
3158,4.4,-78,0
3159,4.2,-75,0
3160,3.17,-55,0
3161,4.32,-78,0
3162,3.48,-76,0
3163,2.82,-56,1
3164,4.84,-68,0
3165,4.67,-53,0
3166,3.82,-79,0
3167,3.84,-56,0
3168,4.06,-80,0
3169,3.29,-62,0
3170,3.36,-100,1
3171,3.21,-75,0
3172,4.2,-60,0
3173,3.01,-68,0
3174,3.13,-54,0
3175,1.7,-63,1
3176,3.43,-67,0
3177,3.23,-63,0
3178,4.04,-55,0
3179,1.39,-74,1
3180,4.66,-66,0
3181,4.07,-63,0
3182,4.16,-57,0
3183,4.38,-70,0
3184,4.38,-69,0
3185,3.7,-94,1
3186,4.81,-64,0
3187,3.75,-53,0
3188,4.9,-60,0
3189,4.26,-75,0
3190,3.57,-68,0
3191,4.37,-52,0
3192,4.53,-67,0
3193,3.16,-59,0
3194,3.4,-73,0
3195,3.83,-69,0
3196,4.36,-60,0
3197,4.36,-55,0
3198,3.92,-62,0
3199,3.67,-77,0
3200,4.79,-59,0
3201,4.07,-63,0
3202,4.26,-56,0
3203,4.96,-56,0
3204,3.64,-69,0
3205,2.1,-73,1
3206,4.58,-68,0
3207,4.14,-53,0
3208,4.34,-73,0
3209,4.68,-64,0
3210,3.18,-80,0
3211,4.24,-70,0
3212,4.62,-69,0
3213,4.58,-71,0
3214,4.0,-63,0
3215,3.2,-79,0
3216,4.11,-79,0
3217,3.87,-63,0
3218,4.19,-52,0
3219,4.95,-79,0
3220,4.07,-70,0
3221,4.45,-75,0
3222,4.24,-62,0
3223,4.57,-78,0
3224,3.95,-71,0
3225,3.81,-60,0
3226,4.24,-50,0
3227,3.74,-74,0
3228,4.0,-54,0
3229,4.06,-51,0
3230,3.76,-70,0
3231,3.53,-78,0
3232,3.46,-80,0
3233,3.86,-53,0
3234,3.55,-61,0
3235,3.6,-99,1
3236,3.14,-52,0
3237,4.17,-73,0
3238,3.82,-67,0
3239,4.46,-66,0
3240,3.43,-63,0
3241,4.37,-56,0
3242,3.26,-57,0
3243,4.07,-59,0
3244,3.49,-73,0
3245,4.75,-75,0
3246,3.87,-91,1
3247,4.15,-57,0
3248,4.15,-63,0
3249,4.34,-50,0
3250,3.6,-73,0
3251,3.26,-62,0
3252,4.77,-64,0
3253,3.55,-70,0
3254,3.86,-60,0
3255,3.08,-54,0
3256,4.13,-74,0
3257,4.21,-80,0
3258,3.34,-75,0
3259,4.8,-68,0
3260,3.21,-65,0
3261,4.76,-61,0
3262,4.33,-54,0
3263,4.51,-66,0
3264,3.44,-72,0
3265,4.86,-77,0
3266,4.82,-58,0
3267,4.12,-52,0
3268,4.63,-76,0
3269,3.21,-52,0
3270,3.06,-73,0
3271,3.35,-57,0
3272,4.82,-96,1
3273,3.51,-59,0
3274,3.29,-69,0
3275,4.97,-95,1
3276,4.37,-50,0
3277,3.7,-79,0
3278,3.38,-75,0
3279,1.92,-61,1
3280,3.35,-70,0
3281,4.24,-69,0
3282,4.62,-93,1
3283,4.19,-57,0
3284,3.35,-52,0
3285,3.01,-80,0
3286,3.45,-80,0
3287,4.5,-54,0
3288,4.09,-75,0
3289,4.75,-50,0
3290,3.45,-75,0
3291,4.21,-65,0
3292,3.26,-58,0
3293,4.16,-77,0
3294,3.91,-51,0
3295,3.76,-53,0
3296,4.43,-96,1
3297,4.88,-57,0
3298,4.02,-64,0
3299,3.46,-77,0
3300,3.8,-68,0
3301,4.23,-65,0
3302,3.35,-52,0
3303,3.54,-71,0
3304,4.11,-80,0
3305,3.4,-63,0
3306,3.08,-57,0
3307,3.1,-66,0
3308,3.45,-98,1
3309,4.16,-57,0
3310,0.24,-73,1
3311,3.88,-77,0
3312,3.84,-75,0
3313,3.53,-61,0
3314,4.44,-53,0
3315,4.83,-73,0
3316,3.25,-59,0
3317,3.02,-76,0
3318,4.63,-62,0
3319,3.01,-54,0
3320,4.69,-50,0
3321,3.61,-66,0
3322,2.65,-78,1
3323,3.44,-64,0
3324,3.67,-80,0
3325,4.08,-52,0
3326,4.73,-52,0
3327,3.7,-73,0
3328,4.57,-60,0
3329,4.42,-52,0
3330,0.81,-69,1
3331,1.82,-72,1
3332,4.5,-61,0
3333,4.19,-52,0
3334,3.78,-77,0
3335,3.02,-72,0
3336,3.62,-53,0
3337,3.71,-75,0
3338,4.58,-70,0
3339,3.76,-73,0
3340,4.91,-56,0
3341,4.24,-70,0
3342,3.59,-64,0
3343,3.93,-71,0
3344,4.01,-76,0
3345,4.51,-54,0
3346,3.85,-74,0
3347,3.45,-50,0
3348,4.18,-56,0
3349,2.52,-59,1
3350,2.31,-62,1
3351,2.54,-65,1
3352,4.63,-78,0
3353,3.92,-54,0
3354,3.92,-74,0
3355,3.74,-64,0
3356,3.83,-73,0
3357,4.11,-63,0
3358,4.23,-96,1
3359,4.76,-62,0
3360,4.38,-74,0
3361,3.64,-59,0
3362,3.81,-76,0
3363,4.86,-96,1
3364,3.34,-53,0
3365,3.68,-57,0
3366,3.0,-53,0
3367,4.55,-52,0
3368,3.75,-97,1
3369,4.47,-63,0
3370,3.89,-52,0
3371,3.02,-73,0
3372,3.15,-67,0
3373,3.38,-61,0
3374,4.9,-53,0
3375,3.59,-78,0
3376,1.95,-56,1
3377,3.12,-56,0
3378,3.94,-74,0
3379,4.77,-76,0
3380,4.9,-53,0
3381,3.72,-63,0
3382,3.89,-72,0
3383,4.32,-66,0
3384,4.83,-64,0
3385,3.22,-52,0
3386,4.65,-56,0
3387,3.64,-78,0
3388,4.19,-52,0
3389,3.32,-67,0
3390,4.56,-66,0
3391,3.37,-51,0
3392,3.27,-77,0
3393,3.65,-69,0
3394,3.55,-59,0
3395,4.12,-61,0
3396,3.4,-76,0
3397,0.43,-70,1
3398,3.76,-53,0
3399,4.73,-57,0
3400,4.4,-56,0
3401,4.02,-65,0
3402,4.69,-73,0
3403,4.72,-56,0
3404,4.16,-59,0
3405,4.98,-74,0
3406,3.22,-74,0
3407,4.82,-76,0
3408,3.13,-58,0
3409,3.72,-72,0
3410,3.03,-77,0
3411,4.31,-54,0
3412,3.73,-75,0
3413,4.45,-100,1
3414,4.53,-58,0
3415,4.32,-71,0
3416,4.59,-58,0
3417,4.6,-55,0
3418,3.27,-59,0
3419,4.47,-54,0
3420,4.9,-63,0
3421,3.57,-76,0
3422,3.06,-59,0
3423,1.31,-79,1
3424,3.62,-63,0
3425,0.48,-72,1
3426,0.58,-65,1
3427,3.44,-59,0
3428,4.79,-91,1
3429,3.62,-55,0
3430,3.99,-61,0
3431,0.34,-73,1
3432,4.86,-66,0
3433,3.47,-68,0
3434,3.42,-70,0
3435,3.63,-62,0
3436,3.54,-57,0
3437,4.52,-94,1
3438,4.42,-76,0
3439,4.5,-76,0
3440,3.5,-60,0
3441,4.33,-71,0
3442,4.47,-92,1
3443,3.26,-56,0
3444,4.44,-63,0
3445,3.72,-77,0
3446,3.8,-65,0
3447,3.95,-58,0
3448,3.74,-57,0
3449,3.09,-55,0
3450,3.26,-77,0
3451,4.46,-59,0
3452,3.96,-73,0
3453,1.61,-52,1
3454,4.3,-74,0
3455,4.2,-73,0
3456,4.23,-63,0
3457,4.22,-67,0
3458,4.9,-65,0
3459,3.7,-57,0
3460,4.29,-62,0
3461,4.13,-60,0
3462,4.21,-58,0
3463,3.03,-71,0
3464,3.42,-68,0
3465,4.48,-56,0
3466,3.03,-56,0
3467,3.52,-73,0
3468,3.87,-98,1
3469,3.83,-58,0
3470,3.55,-62,0
3471,5.0,-56,0
3472,3.48,-65,0
3473,4.29,-53,0
3474,3.03,-76,0
3475,3.84,-74,0
3476,4.57,-78,0
3477,3.88,-78,0
3478,4.88,-59,0
3479,4.04,-77,0
3480,3.47,-59,0
3481,4.31,-69,0
3482,3.24,-92,1
3483,3.41,-59,0
3484,3.62,-73,0
3485,0.59,-79,1
3486,4.75,-72,0
3487,4.5,-63,0
3488,4.54,-62,0
3489,4.35,-76,0
3490,3.33,-75,0
3491,3.21,-63,0
3492,3.45,-64,0
3493,4.64,-77,0
3494,4.44,-75,0
3495,4.04,-62,0
3496,4.29,-61,0
3497,4.56,-75,0
3498,3.09,-59,0
3499,4.06,-54,0
3500,4.6,-79,0
3501,3.47,-62,0
3502,4.7,-63,0
3503,4.47,-66,0
3504,3.39,-70,0
3505,3.02,-79,0
3506,4.37,-50,0
3507,3.39,-62,0
3508,3.49,-54,0
3509,3.56,-57,0
3510,4.12,-63,0
3511,2.39,-52,1
3512,3.05,-61,0
3513,4.72,-50,0
3514,3.17,-57,0
3515,4.28,-50,0
3516,4.44,-59,0
3517,4.65,-51,0
3518,3.87,-78,0
3519,3.09,-95,1
3520,3.65,-58,0
3521,3.87,-96,1
3522,3.83,-64,0
3523,4.62,-80,0
3524,3.26,-71,0
3525,3.99,-60,0
3526,4.68,-66,0
3527,3.17,-58,0
3528,4.41,-74,0
3529,3.73,-61,0
3530,4.29,-55,0
3531,4.14,-77,0
3532,3.59,-73,0
3533,4.51,-74,0
3534,4.29,-69,0
3535,4.87,-53,0
3536,4.25,-67,0
3537,4.65,-59,0
3538,4.29,-66,0
3539,4.1,-61,0
3540,4.74,-69,0
3541,4.28,-52,0
3542,3.72,-60,0
3543,3.92,-57,0
3544,3.18,-61,0
3545,4.12,-68,0
3546,3.63,-91,1
3547,3.69,-58,0
3548,3.66,-71,0
3549,3.33,-68,0
3550,4.56,-70,0
3551,4.39,-63,0
3552,3.29,-71,0
3553,3.01,-78,0
3554,3.05,-52,0
3555,3.97,-65,0
3556,4.36,-60,0
3557,3.61,-55,0
3558,3.82,-53,0
3559,3.53,-64,0
3560,4.16,-51,0
3561,4.98,-76,0
3562,2.47,-67,1
3563,3.67,-63,0
3564,3.11,-72,0
3565,4.63,-56,0
3566,4.82,-58,0
3567,3.69,-53,0
3568,4.17,-67,0
3569,4.73,-70,0
3570,3.19,-61,0
3571,3.05,-54,0
3572,4.69,-55,0
3573,4.02,-77,0
3574,4.43,-78,0
3575,3.6,-78,0
3576,3.12,-56,0
